model,id,title,authors,
book.book,359,Life of Pi,Yann Martel,
book.book,360,LHistoire de Pi,Yann Martel/Nicole Martel/Emile Martel,
book.book,361,Shadows and Wind: A View of Modern Vietnam,Robert Templer,
book.book,362,A Million Little Pieces,James Frey,
book.book,363,A Million Little Pieces of Feces,Python Bonkers,
book.book,364,A Million Little Lies,James Pinocchio/Pablo Fenjves,
book.book,365,The Leadership Challenge,James M. Kouzes/Barry Z. Posner,
book.book,366,Lincoln on Leadership: Executive Strategies for Tough Times,Donald T. Phillips,
book.book,367,Leadership in Organizations,Gary Yukl,
book.book,368,Leadership,Rudolph W. Giuliani,
book.book,369,Men Are from Mars  Women Are from Venus,John Gray,
book.book,370,Mars and Venus Book of Days: 365 Inspriations to Enrich Your Relationships,John Gray,
book.book,371,Men Are from Mars  Women Are from Venus,John Gray,
book.book,372,How to Succeed with Women,Ron  Louis/David Copeland,
book.book,373,The Clan of the Cave Bear (Earths Children  #1),Jean M. Auel,
book.book,374,The Clan of the Cave Bear (Earths Children  #1),Jean M. Auel,
book.book,375,Moneyball: The Art of Winning an Unfair Game,Michael   Lewis,
book.book,376,Juiced Official Strategy Guide,Doug Walsh,
book.book,377,The 48 Laws of Power,Robert Greene/Joost Elffers,
book.book,378,Gates of Fire,Steven Pressfield,
book.book,379,Fire Sea (The Death Gate Cycle  #3),Margaret Weis/Tracy Hickman,
book.book,380,The Gate of Fire (Oath Of Empire Book Two),Thomas Harlan,
book.book,381,The Afghan Campaign,Steven Pressfield,
book.book,382,Tides of War,Steven Pressfield,
book.book,383,Last of the Amazons,Steven Pressfield,
book.book,384,The War of Art: Break Through the Blocks & Win Your Inner Creative Battles,Steven Pressfield/Robert McKee,
book.book,385,Gita on the Green,Stephen J. Rosen/Steven Pressfield,
book.book,386,Blood Stripes: The Grunts View of the War in Iraq,David J. Danelo/Steven Pressfield,
book.book,387,Phaedrus and Letters VII and VIII,Plato/Walter Hamilton,
book.book,388,Phaedrus,Plato/Robin Waterfield,
book.book,389,Phaedrus,Plato/C.J. Rowe,
book.book,390,Lysis/Phaedrus/Symposium: Plato on Homosexuality,Plato/Benjamin Jowett,
book.book,391,Enthusiasm and Divine Madness,Josef Pieper/Richard Winston/Clara Winston,
book.book,392,On Love: Lysis/Symposium/Phaedrus/Alcibiades/Selections from Republic & Laws,Plato/C.D.C. Reeve,
book.book,393,Gorgias/Phaedrus (Agora),Plato/James H. Nichols Jr.,
book.book,394,Statesman,Plato/C.J. Rowe,
book.book,395,Gorgias,Plato/Walter Hamilton/Chris Emlyn-Jones,
book.book,396,The Histories,Herodotus/Aubrey de Slincourt/John M. Marincola,
book.book,397,The Histories,Herodotus/Aubrey de Slincourt/John M. Marincola,
book.book,398,The History (Great Minds),Herodotus/Henry Francis Cary,
book.book,399,The Histories,Herodotus/Carolyn Dewald/Robin Waterfield,
book.book,400,The Histories,Herodotus/Aubrey de Slincourt/Andrew Robert Burn,
book.book,401,The Histories,Herodotus/Jennifer Tolbert Roberts/Walter Blanco,
book.book,402,The Histories,Herodotus/Edward Henry Blakeney/George Rawlinson/Rosalind Thomas,
book.book,403,The History,Herodotus/Peter Grene,
book.book,404,The Iliad,Homer/Robert Fagles/Bernard Knox,
book.book,405,Iliad,Homer/Stanley Lombardo/Sheila Murnaghan,
book.book,406,The Iliad,Homer/Robert Fitzgerald/Andrew Ford,
book.book,407,The Iliad/The Odyssey,Homer/Robert Fagles/Bernard Knox,
book.book,408,The Iliad,Homer/E.V. Rieu/Peter Jones/D.C.H. Rieu,
book.book,409,The Iliad,Homer/W.H.D. Rouse,
book.book,410,The Essential Iliad,Homer/Sheila Murnaghan/Stanley Lombardo,
book.book,411,The Odyssey,Homer/Robert Fagles/Bernard Knox,
book.book,412,The Odyssey,Homer/Robert Fitzgerald/D.S. Carne-Ross,
book.book,413,The Odyssey,Homer/Richmond Lattimore,
book.book,414,The Odyssey,Homer/E.V. Rieu/Peter Jones/D.C.H. Rieu,
book.book,415,The Odyssey,Homer/W.H.D. Rouse,
book.book,416,Aeneid: Selections from Books 1  2  4  6  10  12,Virgil/Barbara Weiden Boyd,
book.book,417,Eclogues. Georgics. Aeneid: Books 1-6,Virgil/Henry Rushton Fairclough/G.P. Goold,
book.book,418,City Eclogue,Ed Roberson,
book.book,419,The Eclogues and The Georgics,Virgil/Cecil Day-Lewis,
book.book,420,Paul Kirks Championship Barbecue Sauces: 175 Make-Your-Own Sauces  Marinades  Dry Rubs  Wet Rubs  Mops and Salsas,Paul  Kirk,
book.book,421,The Complete Pelican Shakespeare,William Shakespeare/Stephen Orgel/A.R. Braunmuller,
book.book,422,The Complete Works,William Shakespeare,
book.book,423,Hamlet,William Shakespeare/Harold Bloom/Rex Gibson,
book.book,424,The Compleat Works of Wllm Shkspr (abridged),Reduced Shakespeare Company/Adam Long/Daniel Singer/Jess Winfield,
book.book,425,The Pilgrimage: A Contemporary Quest for Ancient Wisdom,Paulo Coelho/Alan R. Clarke,
book.book,426,The Valkyries,Paulo Coelho/Alan R. Clarke,
book.book,427,Warrior of the Light,Paulo Coelho,
book.book,428,The Zahir,Paulo Coelho/Margaret Jull Costa,
book.book,429,By the River Piedra I Sat Down and Wept,Paulo Coelho/Alan R. Clarke,
book.book,430,The Fifth Mountain,Paulo Coelho/Clifford E. Landers,
book.book,431,Veronika Decides to Die,Paulo Coelho/Margaret Jull Costa/Kmuran ipal,
book.book,432,Hamlet,William Shakespeare/Stephen Orgel/A.R. Braunmuller,
book.book,433,Cliffs Notes on Shakespeares Hamlet,Carla Lynn Stockton,
book.book,434,Shakespeares Hamlet,William Shakespeare/Terri Mategrano,
book.book,435,Hamlets Mill: An Essay Investigating the Origins of Human Knowledge and Its Transmission Through Myth,Giorgio De Santillana/Hertha Von Dechend,
book.book,436,History of the Peloponnesian War: Bk. 1-2,Thucydides/C.F. Smith,
book.book,437,On Justice  Power and Human Nature: Selections from The History of the Peloponnesian War,Thucydides/Paul Woodruff,
book.book,438,History of the Peloponnesian War: Bk. 5-6,Thucydides/C.F. Smith,
book.book,439,The Peloponnesian War,Thucydides/Steven Lattimore,
book.book,440,The Peloponnesian War: A New Translation  Backgrounds  Interpretations,Thucydides/Jennifer Tolbert Roberts/Walter Blanco,
book.book,441,History of the Peloponnesian War  Bk. 7-8,Thucydides/C.F. Smith,
book.book,442,Thucydides  Book 6 Commentary,Cynthia W. Shelmerdine,
book.book,443,Euripides I: Alcestis / The Medea / The Heracleidae / Hippolytus,Euripides/Richmond Lattimore/David Grene/Rex Warner/Ralph Gladstone,
book.book,444,Euripides V: Electra / The Phoenician Women / The Bacchae,Euripides/David Grene/Richmond Lattimore/Emily Townsend Vermeule/Elizabeth Wyckoff/William Arrowsmith,
book.book,445,Euripides IV: Rhesus / The Suppliant Women / Orestes / Iphigenia in Aulis,Euripides/David Grene/Richmond Lattimore/William Arrowsmith/Frank William Jones/Charles R. Walker,
book.book,446,Grief Lessons: Four Plays by Euripides,Anne Carson/Euripides,
book.book,447,Ten Plays,Euripides/Moses Hadas/John Maclean,
book.book,448,Euripides III: Hecuba / Andromache / The Trojan Women / Ion (Complete Greek Tragedies  #7),Euripides/David Grene/Richmond Lattimore/William Arrowsmith/John Frederick Nims/Ronald Frederick Willetts,
book.book,449,Euripides II: The Cyclops / Heracles / Iphigenia in Tauris / Helen,Euripides/David Grene/Richmond Lattimore/Witter Bynner/William Arrowsmith,
book.book,450,Medea and Other Plays,Euripides/John Davie/Richard Rutherford,
book.book,451,Cyclops / Alcestis / Medea,Euripides/David Kovacs,
book.book,452,Medea,Euripides/Donald J. Mastronarde,
book.book,453,The Bacchae and Other Plays,Euripides/John Davie/Richard Rutherford,
book.book,454,Bakkhai,Euripides/Reginald Gibbons/Peter H. Burian,
book.book,455,Plays 1: Medea/The Phoenician Women/Bacchae,Euripides/David Thompson/J. Michael Walton,
book.book,456,The Trojan Women and Hippolytus,Euripides,
book.book,457,The Bacchae of Euripides: A Communion Rite,Wole Soyinka,
book.book,458,Orestes and Other Plays,Euripides/James Morwood/Robin Waterfield,
book.book,459,Children of Heracles / Hippolytus / Andromache / Hecuba,Euripides/David Kovacs,
book.book,460,Alcestis,Euripides/William Arrowsmith,
book.book,461,Suppliant Women / Electra / Heracles,Euripides/David Kovacs,
book.book,462,Medea,Euripides/Georgia Ann Machemer/Michael   Collier,
book.book,463,Euripides: Medea,William Allan,
book.book,464,CliffsNotes on Euripides Medea and Electra,Robert J. Milch,
book.book,465,Trojan Women / Iphigenia Among the Taurians / Ion,Euripides/David Kovacs,
book.book,466,Helen / Phoenician Women / Orestes,Euripides/David Kovacs,
book.book,467,Euripides: Iphigenia at Aulis (Companions to Greek & Roman Tragedy),Euripides/Pantelis Michelakis,
book.book,468,The Complete Greek Tragedies  Volume 3: Euripides,Euripides/David Grene/Richmond Lattimore,
book.book,469,Aeschylus I: Oresteia (Agamemnon  The Libation Bearers  The Eumenides),Aeschylus/David Grene/Richmond Lattimore,
book.book,470,Aeschylus II: The Suppliant Maidens  The Persians  Seven against Thebes  and Prometheus Bound (The Complete Greek Tragedies),Aeschylus/David Grene/Richmond Lattimore/Seth Benardete,
book.book,471,The Oresteia,Aeschylus/Alan Shapiro/Peter H. Burian,
book.book,472,The Oresteia: Agamemnon  The Libation Bearers  The Eumenides,Aeschylus/Robert Fagles/William Bedell Stanford,
book.book,473,Oresteia,Aeschylus/Peter Meineck/Helene P. Foley,
book.book,474,Prometheus Bound and Other Plays,Aeschylus/Philip Vellacott,
book.book,475,The Oresteia,Aeschylus/Ted Hughes,
book.book,476,Aeschylus  1: The Oresteia: Agamemnon/The Libation Bearers/The Eumenides,Aeschylus/David R. Slavitt/Smith Palmer Bovie,
book.book,477,The Complete Greek Tragedies  Volume 1: Aeschylus,Aeschylus/Richmond Lattimore/David Grene,
book.book,478,Aeschylus: The Oresteia (A Student Guide: Landmarks of World Literature),Simon Goldhill,
book.book,479,The Oresteia: Agamemnon  Choephoroe & Eumenides (Everymans Library  No. 260),Aeschylus/George Thomson/Richard Seaford,
book.book,480,Aeschylus 2: The Persians/Seven Against Thebes/The Suppliants/Prometheus Bound,Aeschylus/David R. Slavitt/Smith Palmer Bovie,
book.book,481,The Oresteia Trilogy: Agamemnon/The Libation-Bearers/The Furies,Aeschylus/E.D.A. Morshead,
book.book,482,The Suppliant Maidens/The Persians/Seven against Thebes/Prometheus Bound,Aeschylus/E.D.A. Morshead,
book.book,483,Sophocles II: Ajax/Women of Trachis/Electra/Philoctetes (Complete Greek Tragedies 4),Sophocles/David Grene/Richmond Lattimore/John Moore/Michael Jameson,
book.book,484,The Oedipus Plays of Sophocles: Oedipus the King; Oedipus at Colonus; Antigone,Sophocles/Paul Roche,
book.book,485,The Complete Plays,Sophocles/Paul Roche,
book.book,486,The Oedipus Cycle: Oedipus Rex  Oedipus at Colonus  Antigone,Sophocles/Robert Fitzgerald/Dudley Fitts,
book.book,487,The Three Theban Plays: Antigone  Oedipus the King  Oedipus at Colonus,Sophocles/Robert Fagles/Bernard Knox,
book.book,488,Theban Plays,Sophocles/Peter Meineck/Paul Woodruff,
book.book,489,The Theban Plays (Everymans Library  #93),Sophocles/David Grene/Charles Segal,
book.book,490,Electra and Other Plays,Sophocles/E.F. Watling,
book.book,491,Antigone; Oedipus the Kingn; Electra,Sophocles/Edith Hall/H.D.F. Kitto,
book.book,492,Oedipus Rex  (The Theban Plays  #1),Sophocles/J.E. Thomas,
book.book,493,The Oedipus Plays of Sophocles,Sophocles/Paul Roche,
book.book,494,Oedipus Rex (Greek and Latin Classics),Sophocles/Roger D. Dawe,
book.book,495,Oedipus the King,Sophocles/Bernard Knox/Cynthia Brantley Johnson,
book.book,496,Four Plays: The Clouds/The Birds/Lysistrata/The Frogs,Aristophanes/William Arrowsmith/Richmond Lattimore/Douglass Parker,
book.book,497,Three Plays by Aristophanes: Lysistrata/Women at the Thesmophoria/Assemblywomen,Aristophanes/Jeffrey Henderson,
book.book,498,The Complete Plays,Aristophanes/Moses Hadas,
book.book,499,Aristophanes 1: The Acharnians/Peace/Celebrating Ladies/Wealth,Aristophanes/David R. Slavitt,
book.book,500,Clouds/Wasps/Birds (Aristophanes 1),Aristophanes/Peter Meineck,
book.book,501,Lysistrata and Other Plays,Aristophanes/Alan H. Sommerstein,
book.book,502,Acharnians,Aristophanes/Jeffrey Henderson,
book.book,503,Clouds,Aristophanes/Kenneth James Dover,
book.book,504,Clouds/Wasps/Peace,Aristophanes/Jeffrey Henderson,
book.book,505,Three Plays: The Wasps / The Poet and the Women / The Frogs,Aristophanes/David B. Barrett,
book.book,506,Four Comedies: Lysistrata / The Frogs / The Birds / Ladies Day,Aristophanes/Dudley Fitts,
book.book,507,Frogs/Assemblywomen/Wealth (Loeb Classical Library 180),Aristophanes/Jeffrey Henderson,
book.book,508,Cliffs Notes on Aristophanes Lysistrata  The Birds  The Clouds  The Frogs,W. John Campbell,
book.book,509,Aristophanes and Athens: An Introduction to the Plays,Douglas M. MacDowell,
book.book,510,Lysistrata,Aristophanes/Douglass Parker,
book.book,511,Peace,Aristophanes/S. Douglas Olson,
book.book,512,Lysistrata,Aristophanes/Sarah Ruden,
book.book,513,The Knights / Peace / The Birds / The Assembly Women / Wealth,Aristophanes/Alan H. Sommerstein/David B. Barrett/David Brett,
book.book,514,Genres in Dialogue: Plato and the Construct of Philosophy,Andrea Wilson Nightingale,
book.book,515,The Curious Incident of the Dog in the Night-Time,Mark Haddon,
book.book,516,The Night Gardener,George Pelecanos,
book.book,517,Twelfth Night,William Shakespeare,
book.book,518,Brokeback Mountain,Annie Proulx,
book.book,519,Getting Things Done: The Art of Stress-Free Productivity,David Allen,
book.book,520,Getting Things Done When You Are Not in Charge,Geoffrey M. Bellman,
book.book,521,Formas breves,Ricardo Piglia,
book.book,522,El timo lector,Ricardo Piglia,
book.book,523,Money to Burn,Ricardo Piglia/Amanda Hopkinson,
book.book,524,Respiracin artificial,Ricardo Piglia,
book.book,525,Plata quemada,Ricardo Piglia,
book.book,526,American Government: Continuity and Change  Alternate Edition,Karen  OConnor/Larry J. Sabato,
book.book,527,Essentials of American and Texas Government: Continuity and Change,Karen  OConnor/Larry J. Sabato,
book.book,528,El tnel,Ernesto Sabato,
book.book,529,The Confessions (Works of Saint Augustine 1),Augustine of Hippo/John E. Rotelle/Maria Boulding,
book.book,530,The City of God,Augustine of Hippo/Thomas Merton/Marcus Dods,
book.book,531,The Enchiridion on Faith Hope and Love (Augustine Series 1),Augustine of Hippo/Bruce Harbert/John E. Rotelle,
book.book,532,Augustine of Hippo: A Biography,Peter R.L. Brown,
book.book,533,On Christian Doctrine,Augustine of Hippo/D.W. Robertson Jr.,
book.book,534,Confessions  Books 1-13,Augustine of Hippo/Peter R.L. Brown/Frank Sheed,
book.book,535,Saint Augustine,Garry Wills,
book.book,536,Augustine: A Very Short Introduction,Henry Chadwick,
book.book,537,On Genesis/A Refutation of the Manichees/The Unfinished Literal Meaning of Genesis (Works of St Augustine 1),Augustine of Hippo/Boniface Ramsey/Edmund Hill,
book.book,538,Kitchen Confidential: Adventures in the Culinary Underbelly,Anthony Bourdain,
book.book,539,Confesiones de un chef,Anthony Bourdain,
book.book,540,The Metamorphoses of Ovid,Ovid/Allen Mandelbaum,
book.book,541,Metamorphoses,Ovid/David Raeburn/Denis Feeney,
book.book,542,Metamorphoses,Ovid/Bernard Knox/Charles    Martin,
book.book,543,Ovids Metamorphoses: Books 1-5,Ovid/William Scovil Anderson,
book.book,544,Ovidas Metamorphoses: Books 6-10,Ovid/William Scovil Anderson,
book.book,545,Latin Via Ovid: A First Course,Norma Goldman/Jacob E. Nyenhuis,
book.book,546,The Art of Love and Other Poems,Ovid/J.H. Mozley/G.P. Goold,
book.book,547,The Poems of Exile: Tristia and the Black Sea Letters,Ovid/Peter Green,
book.book,548,Metamorphoses: Volume 2  Books IX-XV,Ovid/Frank Justus Miller,
book.book,549,Metamorphoses: Volume I  Books I-VIII,Ovid/Frank Justus Miller,
book.book,550,Practice! Practice!: A Latin Via Ovid Workbook,Norma Goldman/Michael  Rossi,
book.book,551,Tibullus: A Commentary,Michael C.J. Putnam,
book.book,552,Dionysiac Poetics and Euripides Bacchae,Charles Segal,
book.book,553,Antigone,Sophocles/Reginald Gibbons/Charles Segal,
book.book,554,Antigone,Sophocles/Reginald Gibbons/Charles Segal,
book.book,555,Object-Oriented Programming in C++,Richard Johnsonbaugh/Martin Kalin,
book.book,556,The Iliad,Homer/Robert Fitzgerald,
book.book,557,Love  Sex & Tragedy: How the Ancient World Shapes Our Lives,Simon Goldhill,
book.book,558,Reading Greek Tragedy,Simon Goldhill,
book.book,559,Who Needs Greek? Contests in the Cultural History of Hellenism,Simon Goldhill,
book.book,560,Foucaults Virginity: Ancient Erotic Fiction & the History of Sexuality (Stanford Memorial Lecture),Simon Goldhill,
book.book,561,2012: The Return of Quetzalcoatl,Daniel Pinchbeck,
book.book,562,Breaking Open the Head: A Psychedelic Journey Into the Heart of Contemporary Shamanism,Daniel Pinchbeck/Lee Fukui,
book.book,563,Them: Adventures with Extremists,Jon Ronson,
book.book,564,The Men Who Stare at Goats,Jon Ronson,
book.book,565,Guns  Germs and Steel: The Fates of Human Societies,Jared Diamond,
book.book,566,Caught Inside: A Surfers Year on the California Coast,Daniel Duane,
book.book,567,Into the Wild,Jon Krakauer,
book.book,568,Wild at Heart: Discovering the Secret of a Mans Soul,John Eldredge,
book.book,569,Wild Swans: Three Daughters of China,Jung Chang,
book.book,570,Wild Fire (John Corey  #4),Nelson DeMille,
book.book,571,Born to Be Wild,Catherine Coulter,
book.book,572,The Call of the Wild,Jack London/Avi,
book.book,573,Wild About Books,Judy Sierra/Marc Brown,
book.book,574,In Web Design for Libraries,Charles P. Rubenstein,
book.book,575,Nickel and Dimed: On (Not) Getting by in America,Barbara Ehrenreich,
book.book,576,The History of Sexuality 1: An Introduction,Michel Foucault/Robert Hurley,
book.book,577,The History of Sexuality  Volume 1: The Will to Knowledge,Michel Foucault/Robert Hurley,
book.book,578,The History of Sexuality  Volume 2: The Use of Pleasure,Michel Foucault/Robert Hurley,
book.book,579,The Making of Pride and Prejudice,Sue Birtwistle/Sue Conklin/Susie Conklin,
book.book,580,Pride and Prejudice,Jane Austen,
book.book,581,Pride & Prejudice,Jane Austen/Vivien Jones,
